<meta message track_name name='Sonate Nr. 23 Op. 57' time=0>
<meta message track_name name='Appassionata' time=0>
note_on channel=0 note=71 velocity=41 time=0
<meta message set_tempo tempo=486145 time=120>
note_on channel=0 note=86 velocity=0 time=0
note_on channel=0 note=83 velocity=79 time=0
<meta message set_tempo tempo=348837 time=120>
note_on channel=0 note=83 velocity=0 time=0
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=74 velocity=0 time=0
note_on channel=0 note=84 velocity=85 time=0
note_on channel=0 note=64 velocity=54 time=0
control_change channel=0 control=64 value=0 time=8
control_change channel=0 control=64 value=127 time=105
note_on channel=0 note=64 velocity=0 time=127
note_on channel=0 note=76 velocity=47 time=0
note_on channel=0 note=72 velocity=37 time=0
note_on channel=0 note=67 velocity=37 time=0
note_on channel=0 note=67 velocity=0 time=240
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=64 velocity=51 time=0
<meta message set_tempo tempo=359088 time=240>
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=84 velocity=0 time=0
note_on channel=0 note=88 velocity=97 time=0
note_on channel=0 note=67 velocity=42 time=0
note_on channel=0 note=76 velocity=53 time=0
note_on channel=0 note=72 velocity=42 time=0
note_on channel=0 note=72 velocity=0 time=240
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=64 velocity=47 time=0
note_on channel=0 note=64 velocity=0 time=240
note_on channel=0 note=67 velocity=41 time=0
note_on channel=0 note=76 velocity=52 time=0
note_on channel=0 note=72 velocity=41 time=0
note_on channel=0 note=72 velocity=0 time=240
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=64 velocity=49 time=0
note_on channel=0 note=64 velocity=0 time=240
note_on channel=0 note=67 velocity=43 time=0
note_on channel=0 note=72 velocity=43 time=0
note_on channel=0 note=76 velocity=54 time=0
note_on channel=0 note=76 velocity=0 time=240
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=64 velocity=48 time=0
note_on channel=0 note=64 velocity=0 time=240
note_on channel=0 note=88 velocity=0 time=0
note_on channel=0 note=91 velocity=84 time=0
note_on channel=0 note=79 velocity=71 time=0
note_on channel=0 note=72 velocity=41 time=0
note_on channel=0 note=67 velocity=41 time=0
note_on channel=0 note=76 velocity=55 time=0
<meta message set_tempo tempo=363636 time=240>
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=64 velocity=50 time=0
note_on channel=0 note=64 velocity=0 time=240
note_on channel=0 note=76 velocity=52 time=0
note_on channel=0 note=67 velocity=41 time=0
note_on channel=0 note=72 velocity=41 time=0
<meta message set_tempo tempo=486145 time=120>
note_on channel=0 note=79 velocity=0 time=0
note_on channel=0 note=91 velocity=0 time=0
note_on channel=0 note=77 velocity=67 time=0
note_on channel=0 note=89 velocity=79 time=0
<meta message set_tempo tempo=348837 time=120>
note_on channel=0 note=89 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=77 velocity=0 time=0
note_on channel=0 note=88 velocity=85 time=0
note_on channel=0 note=76 velocity=72 time=0
note_on channel=0 note=58 velocity=54 time=0
control_change channel=0 control=64 value=0 time=14
control_change channel=0 control=64 value=127 time=78
note_on channel=0 note=58 velocity=0 time=148
note_on channel=0 note=67 velocity=47 time=0
note_on channel=0 note=64 velocity=37 time=0
note_on channel=0 note=61 velocity=37 time=0
note_on channel=0 note=61 velocity=0 time=240
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=58 velocity=51 time=0
<meta message set_tempo tempo=359088 time=240>
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=88 velocity=0 time=0
note_on channel=0 note=79 velocity=79 time=0
note_on channel=0 note=91 velocity=93 time=0
note_on channel=0 note=61 velocity=42 time=0
note_on channel=0 note=67 velocity=53 time=0
note_on channel=0 note=64 velocity=42 time=0
note_on channel=0 note=64 velocity=0 time=240
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=58 velocity=47 time=0
note_on channel=0 note=58 velocity=0 time=240
note_on channel=0 note=61 velocity=41 time=0
note_on channel=0 note=67 velocity=52 time=0
note_on channel=0 note=64 velocity=41 time=0
note_on channel=0 note=64 velocity=0 time=240
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=58 velocity=49 time=0
note_on channel=0 note=58 velocity=0 time=240
note_on channel=0 note=64 velocity=43 time=0
note_on channel=0 note=67 velocity=54 time=0
note_on channel=0 note=61 velocity=43 time=0
note_on channel=0 note=61 velocity=0 time=240
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=58 velocity=48 time=0
note_on channel=0 note=58 velocity=0 time=240
note_on channel=0 note=91 velocity=0 time=0
note_on channel=0 note=79 velocity=0 time=0
note_on channel=0 note=79 velocity=74 time=0
note_on channel=0 note=91 velocity=88 time=0
note_on channel=0 note=61 velocity=43 time=0
note_on channel=0 note=67 velocity=57 time=0
note_on channel=0 note=64 velocity=43 time=0
<meta message set_tempo tempo=363636 time=240>
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=58 velocity=52 time=0
note_on channel=0 note=58 velocity=0 time=240
note_on channel=0 note=61 velocity=43 time=0
note_on channel=0 note=64 velocity=43 time=0
note_on channel=0 note=67 velocity=54 time=0
<meta message set_tempo tempo=486145 time=120>
note_on channel=0 note=91 velocity=0 time=0
note_on channel=0 note=79 velocity=0 time=0
note_on channel=0 note=76 velocity=70 time=0
note_on channel=0 note=88 velocity=82 time=0
<meta message set_tempo tempo=348837 time=120>
note_on channel=0 note=88 velocity=0 time=0
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=89 velocity=89 time=0
note_on channel=0 note=77 velocity=75 time=0
note_on channel=0 note=56 velocity=56 time=0
control_change channel=0 control=64 value=0 time=12
control_change channel=0 control=64 value=127 time=80
note_on channel=0 note=56 velocity=0 time=148
note_on channel=0 note=60 velocity=38 time=0
note_on channel=0 note=65 velocity=38 time=0
note_on channel=0 note=68 velocity=49 time=0
note_on channel=0 note=68 velocity=0 time=240
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=56 velocity=53 time=0
<meta message set_tempo tempo=359088 time=240>
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=77 velocity=0 time=0
note_on channel=0 note=89 velocity=0 time=0
note_on channel=0 note=92 velocity=96 time=0
note_on channel=0 note=80 velocity=81 time=0
note_on channel=0 note=65 velocity=44 time=0
note_on channel=0 note=68 velocity=55 time=0
note_on channel=0 note=60 velocity=44 time=0
note_on channel=0 note=60 velocity=0 time=240
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=56 velocity=49 time=0
note_on channel=0 note=56 velocity=0 time=240
note_on channel=0 note=65 velocity=43 time=0
note_on channel=0 note=68 velocity=54 time=0
note_on channel=0 note=60 velocity=43 time=0
note_on channel=0 note=60 velocity=0 time=240
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=56 velocity=51 time=0
note_on channel=0 note=56 velocity=0 time=240
note_on channel=0 note=65 velocity=45 time=0
note_on channel=0 note=68 velocity=56 time=0
note_on channel=0 note=60 velocity=45 time=0
note_on channel=0 note=60 velocity=0 time=240
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=56 velocity=50 time=0
note_on channel=0 note=56 velocity=0 time=240
note_on channel=0 note=80 velocity=0 time=0
note_on channel=0 note=92 velocity=0 time=0
note_on channel=0 note=92 velocity=88 time=0
note_on channel=0 note=80 velocity=74 time=0
note_on channel=0 note=60 velocity=43 time=0
note_on channel=0 note=68 velocity=57 time=0
note_on channel=0 note=65 velocity=43 time=0
<meta message set_tempo tempo=375117 time=240>
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=56 velocity=52 time=0
note_on channel=0 note=56 velocity=0 time=240
note_on channel=0 note=60 velocity=43 time=0
note_on channel=0 note=65 velocity=43 time=0
note_on channel=0 note=68 velocity=54 time=0
<meta message set_tempo tempo=486145 time=120>
note_on channel=0 note=80 velocity=0 time=0
note_on channel=0 note=92 velocity=0 time=0
note_on channel=0 note=89 velocity=82 time=0
note_on channel=0 note=77 velocity=70 time=0
<meta message set_tempo tempo=454545 time=120>
note_on channel=0 note=77 velocity=0 time=0
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=89 velocity=0 time=0
note_on channel=0 note=34 velocity=101 time=0
note_on channel=0 note=46 velocity=101 time=0
control_change channel=0 control=64 value=0 time=15
control_change channel=0 control=64 value=127 time=94
<meta message set_tempo tempo=344175 time=11>
note_on channel=0 note=61 velocity=80 time=0
<meta message set_tempo tempo=343151 time=60>
<meta message set_tempo tempo=342095 time=40>
note_on channel=0 note=61 velocity=0 time=20
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=34 velocity=0 time=0
note_on channel=0 note=58 velocity=77 time=0
<meta message set_tempo tempo=341045 time=20>
<meta message set_tempo tempo=340020 time=40>
<meta message set_tempo tempo=338983 time=40>
note_on channel=0 note=58 velocity=0 time=20
note_on channel=0 note=66 velocity=72 time=0
<meta message set_tempo tempo=337971 time=20>
<meta message set_tempo tempo=336946 time=40>
<meta message set_tempo tempo=335946 time=40>
<meta message set_tempo tempo=335027 time=20>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=49 velocity=75 time=0
<meta message set_tempo tempo=364299 time=120>
note_on channel=0 note=49 velocity=0 time=0
note_on channel=0 note=54 velocity=69 time=0
<meta message set_tempo tempo=334020 time=120>
note_on channel=0 note=54 velocity=0 time=0
note_on channel=0 note=58 velocity=86 time=0
note_on channel=0 note=66 velocity=75 time=120
note_on channel=0 note=66 velocity=0 time=120
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=61 velocity=78 time=0
note_on channel=0 note=61 velocity=0 time=120
note_on channel=0 note=70 velocity=73 time=0
note_on channel=0 note=70 velocity=0 time=120
note_on channel=0 note=54 velocity=75 time=0
<meta message set_tempo tempo=369094 time=120>
note_on channel=0 note=54 velocity=0 time=0
note_on channel=0 note=58 velocity=73 time=0
<meta message set_tempo tempo=334020 time=120>
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=61 velocity=86 time=0
note_on channel=0 note=70 velocity=74 time=120
note_on channel=0 note=70 velocity=0 time=120
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=66 velocity=80 time=0
note_on channel=0 note=66 velocity=0 time=120
note_on channel=0 note=73 velocity=74 time=0
note_on channel=0 note=73 velocity=0 time=120
note_on channel=0 note=58 velocity=78 time=0
<meta message set_tempo tempo=365475 time=120>
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=61 velocity=73 time=0
<meta message set_tempo tempo=331987 time=120>
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=66 velocity=84 time=0
note_on channel=0 note=73 velocity=75 time=120
note_on channel=0 note=73 velocity=0 time=120
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=70 velocity=80 time=0
note_on channel=0 note=70 velocity=0 time=120
note_on channel=0 note=78 velocity=72 time=0
note_on channel=0 note=78 velocity=0 time=120
note_on channel=0 note=61 velocity=77 time=0
<meta message set_tempo tempo=366681 time=120>
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=66 velocity=71 time=0
<meta message set_tempo tempo=331987 time=120>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=70 velocity=81 time=0
note_on channel=0 note=78 velocity=74 time=120
note_on channel=0 note=78 velocity=0 time=120
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=73 velocity=77 time=0
note_on channel=0 note=73 velocity=0 time=120
note_on channel=0 note=82 velocity=72 time=0
note_on channel=0 note=82 velocity=0 time=120
note_on channel=0 note=66 velocity=75 time=0
<meta message set_tempo tempo=366681 time=120>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=70 velocity=74 time=0
<meta message set_tempo tempo=331987 time=120>
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=73 velocity=81 time=0
note_on channel=0 note=82 velocity=71 time=120
note_on channel=0 note=82 velocity=0 time=120
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=78 velocity=75 time=0
note_on channel=0 note=78 velocity=0 time=120
note_on channel=0 note=85 velocity=73 time=0
note_on channel=0 note=85 velocity=0 time=120
note_on channel=0 note=70 velocity=75 time=0
<meta message set_tempo tempo=363108 time=120>
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=73 velocity=73 time=0
<meta message set_tempo tempo=334020 time=120>
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=78 velocity=84 time=0
note_on channel=0 note=85 velocity=74 time=120
note_on channel=0 note=85 velocity=0 time=120
note_on channel=0 note=78 velocity=0 time=0
note_on channel=0 note=82 velocity=80 time=0
note_on channel=0 note=82 velocity=0 time=120
note_on channel=0 note=90 velocity=74 time=0
note_on channel=0 note=90 velocity=0 time=120
note_on channel=0 note=73 velocity=75 time=0
<meta message set_tempo tempo=367895 time=120>
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=78 velocity=74 time=0
<meta message set_tempo tempo=335027 time=120>
note_on channel=0 note=78 velocity=0 time=0
note_on channel=0 note=82 velocity=83 time=0
<meta message set_tempo tempo=337098 time=40>
<meta message set_tempo tempo=339194 time=40>
<meta message set_tempo tempo=341297 time=40>
<meta message set_tempo tempo=343446 time=40>
<meta message set_tempo tempo=345622 time=40>
<meta message set_tempo tempo=347826 time=40>
note_on channel=0 note=82 velocity=0 time=0
note_on channel=0 note=90 velocity=82 time=0
<meta message set_tempo tempo=351165 time=40>
<meta message set_tempo tempo=353419 time=40>
<meta message set_tempo tempo=355703 time=40>
note_on channel=0 note=90 velocity=0 time=0
note_on channel=0 note=85 velocity=79 time=0
<meta message set_tempo tempo=358017 time=40>
<meta message set_tempo tempo=360382 time=40>
<meta message set_tempo tempo=362779 time=40>
note_on channel=0 note=85 velocity=0 time=0
note_on channel=0 note=94 velocity=84 time=0
<meta message set_tempo tempo=365208 time=40>
<meta message set_tempo tempo=368890 time=40>
control_change channel=0 control=64 value=0 time=35
<meta message set_tempo tempo=745342 time=5>
<meta message set_tempo tempo=561062 time=120>
note_on channel=0 note=94 velocity=0 time=0
note_on channel=0 note=48 velocity=101 time=0
note_on channel=0 note=36 velocity=101 time=0
<meta message set_tempo tempo=344175 time=120>
note_on channel=0 note=63 velocity=80 time=0
control_change channel=0 control=64 value=127 time=12
<meta message set_tempo tempo=343151 time=48>
<meta message set_tempo tempo=342095 time=40>
note_on channel=0 note=63 velocity=0 time=20
note_on channel=0 note=36 velocity=0 time=0
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=60 velocity=77 time=0
<meta message set_tempo tempo=341045 time=20>
<meta message set_tempo tempo=340020 time=40>
<meta message set_tempo tempo=338983 time=40>
note_on channel=0 note=60 velocity=0 time=20
note_on channel=0 note=69 velocity=72 time=0
<meta message set_tempo tempo=337971 time=20>
<meta message set_tempo tempo=336946 time=40>
<meta message set_tempo tempo=335946 time=40>
<meta message set_tempo tempo=335027 time=20>
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=51 velocity=80 time=0
<meta message set_tempo tempo=364299 time=120>
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=57 velocity=73 time=0
<meta message set_tempo tempo=334020 time=120>
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=60 velocity=89 time=0
note_on channel=0 note=69 velocity=75 time=120
note_on channel=0 note=69 velocity=0 time=120
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=63 velocity=78 time=0
note_on channel=0 note=63 velocity=0 time=120
note_on channel=0 note=72 velocity=73 time=0
note_on channel=0 note=72 velocity=0 time=120
note_on channel=0 note=57 velocity=78 time=0
<meta message set_tempo tempo=369094 time=120>
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=60 velocity=73 time=0
<meta message set_tempo tempo=334020 time=120>
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=63 velocity=86 time=0
note_on channel=0 note=72 velocity=74 time=120
note_on channel=0 note=72 velocity=0 time=120
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=69 velocity=80 time=0
note_on channel=0 note=69 velocity=0 time=120
note_on channel=0 note=75 velocity=74 time=0
note_on channel=0 note=75 velocity=0 time=120
note_on channel=0 note=60 velocity=78 time=0
<meta message set_tempo tempo=365475 time=120>
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=63 velocity=73 time=0
<meta message set_tempo tempo=331987 time=120>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=69 velocity=84 time=0
note_on channel=0 note=75 velocity=75 time=120
note_on channel=0 note=75 velocity=0 time=120
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=72 velocity=80 time=0
note_on channel=0 note=72 velocity=0 time=120
note_on channel=0 note=81 velocity=72 time=0
note_on channel=0 note=81 velocity=0 time=120
note_on channel=0 note=63 velocity=77 time=0
<meta message set_tempo tempo=366681 time=120>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=69 velocity=71 time=0
<meta message set_tempo tempo=331987 time=120>
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=72 velocity=82 time=0
note_on channel=0 note=81 velocity=75 time=120
note_on channel=0 note=81 velocity=0 time=120
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=75 velocity=77 time=0
note_on channel=0 note=75 velocity=0 time=120
note_on channel=0 note=84 velocity=72 time=0
note_on channel=0 note=84 velocity=0 time=120
note_on channel=0 note=69 velocity=75 time=0
<meta message set_tempo tempo=366681 time=120>
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=72 velocity=73 time=0
<meta message set_tempo tempo=331987 time=120>
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=75 velocity=85 time=0
note_on channel=0 note=84 velocity=71 time=120
note_on channel=0 note=84 velocity=0 time=120
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=81 velocity=75 time=0
note_on channel=0 note=81 velocity=0 time=120
note_on channel=0 note=87 velocity=73 time=0
note_on channel=0 note=87 velocity=0 time=120
note_on channel=0 note=72 velocity=75 time=0
<meta message set_tempo tempo=363108 time=120>
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=75 velocity=73 time=0
<meta message set_tempo tempo=334020 time=120>
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=81 velocity=84 time=0
note_on channel=0 note=87 velocity=74 time=120
note_on channel=0 note=87 velocity=0 time=120
note_on channel=0 note=81 velocity=0 time=0
note_on channel=0 note=84 velocity=80 time=0
note_on channel=0 note=84 velocity=0 time=120
note_on channel=0 note=93 velocity=74 time=0
note_on channel=0 note=93 velocity=0 time=120
note_on channel=0 note=75 velocity=80 time=0
<meta message set_tempo tempo=367895 time=120>
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=81 velocity=74 time=0
<meta message set_tempo tempo=335027 time=120>
note_on channel=0 note=81 velocity=0 time=0
note_on channel=0 note=84 velocity=85 time=0
<meta message set_tempo tempo=337098 time=40>
<meta message set_tempo tempo=339194 time=40>
<meta message set_tempo tempo=341297 time=40>
<meta message set_tempo tempo=343446 time=40>
<meta message set_tempo tempo=345622 time=40>
<meta message set_tempo tempo=347826 time=40>
note_on channel=0 note=84 velocity=0 time=0
note_on channel=0 note=93 velocity=83 time=0
<meta message set_tempo tempo=351165 time=40>
<meta message set_tempo tempo=353419 time=40>
<meta message set_tempo tempo=355703 time=40>
note_on channel=0 note=93 velocity=0 time=0
note_on channel=0 note=87 velocity=77 time=0
<meta message set_tempo tempo=358017 time=40>
<meta message set_tempo tempo=360382 time=40>
<meta message set_tempo tempo=362779 time=40>
note_on channel=0 note=87 velocity=0 time=0
note_on channel=0 note=96 velocity=83 time=0
<meta message set_tempo tempo=365208 time=40>
<meta message set_tempo tempo=368890 time=40>
<meta message set_tempo tempo=545455 time=40>
control_change channel=0 control=64 value=0 time=29
<meta message set_tempo tempo=346300 time=91>
note_on channel=0 note=96 velocity=0 time=0
note_on channel=0 note=37 velocity=101 time=0
note_on channel=0 note=49 velocity=101 time=0
control_change channel=0 control=64 value=127 time=86
<meta message set_tempo tempo=344175 time=34>
note_on channel=0 note=65 velocity=74 time=0
<meta message set_tempo tempo=343151 time=60>
<meta message set_tempo tempo=342095 time=40>
note_on channel=0 note=65 velocity=0 time=20
note_on channel=0 note=49 velocity=0 time=0
note_on channel=0 note=37 velocity=0 time=0
note_on channel=0 note=61 velocity=77 time=0
<meta message set_tempo tempo=341045 time=20>
<meta message set_tempo tempo=340020 time=40>
<meta message set_tempo tempo=338983 time=40>
note_on channel=0 note=61 velocity=0 time=20
note_on channel=0 note=70 velocity=72 time=0
<meta message set_tempo tempo=337971 time=20>
<meta message set_tempo tempo=336946 time=40>
<meta message set_tempo tempo=335946 time=40>
<meta message set_tempo tempo=335027 time=20>
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=53 velocity=78 time=0
<meta message set_tempo tempo=364299 time=120>
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=58 velocity=73 time=0
<meta message set_tempo tempo=334020 time=120>
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=61 velocity=84 time=0
note_on channel=0 note=61 velocity=0 time=240
note_on channel=0 note=70 velocity=75 time=0
note_on channel=0 note=70 velocity=0 time=120
note_on channel=0 note=65 velocity=72 time=0
note_on channel=0 note=65 velocity=0 time=120
note_on channel=0 note=73 velocity=73 time=0
<meta message set_tempo tempo=369094 time=120>
control_change channel=0 control=64 value=0 time=46
<meta message set_tempo tempo=431562 time=74>
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=52 velocity=101 time=0
note_on channel=0 note=40 velocity=101 time=0
<meta message set_tempo tempo=346300 time=20>
control_change channel=0 control=64 value=127 time=66
<meta message set_tempo tempo=344175 time=34>
note_on channel=0 note=67 velocity=75 time=0
<meta message set_tempo tempo=343151 time=60>
<meta message set_tempo tempo=342095 time=40>
note_on channel=0 note=67 velocity=0 time=20
note_on channel=0 note=40 velocity=0 time=0
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=64 velocity=77 time=0
<meta message set_tempo tempo=341045 time=20>
<meta message set_tempo tempo=340020 time=40>
<meta message set_tempo tempo=338983 time=40>
note_on channel=0 note=64 velocity=0 time=20
note_on channel=0 note=72 velocity=72 time=0
<meta message set_tempo tempo=337971 time=20>
<meta message set_tempo tempo=336946 time=40>
<meta message set_tempo tempo=335946 time=40>
<meta message set_tempo tempo=335027 time=20>
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=55 velocity=80 time=0
<meta message set_tempo tempo=364299 time=120>
note_on channel=0 note=55 velocity=0 time=0
note_on channel=0 note=60 velocity=73 time=0
<meta message set_tempo tempo=334020 time=120>
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=64 velocity=82 time=0
note_on channel=0 note=64 velocity=0 time=240
note_on channel=0 note=72 velocity=75 time=0
note_on channel=0 note=72 velocity=0 time=120
note_on channel=0 note=67 velocity=72 time=0
note_on channel=0 note=67 velocity=0 time=120
note_on channel=0 note=76 velocity=73 time=0
<meta message set_tempo tempo=369094 time=120>
control_change channel=0 control=64 value=0 time=17
<meta message set_tempo tempo=431562 time=103>
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=53 velocity=101 time=0
note_on channel=0 note=41 velocity=101 time=0
<meta message set_tempo tempo=346300 time=20>
control_change channel=0 control=64 value=127 time=49
<meta message set_tempo tempo=344175 time=51>
note_on channel=0 note=68 velocity=73 time=0
<meta message set_tempo tempo=343151 time=60>
<meta message set_tempo tempo=342095 time=40>
note_on channel=0 note=68 velocity=0 time=20
note_on channel=0 note=41 velocity=0 time=0
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=65 velocity=77 time=0
<meta message set_tempo tempo=341045 time=20>
<meta message set_tempo tempo=340020 time=40>
<meta message set_tempo tempo=338983 time=40>
note_on channel=0 note=65 velocity=0 time=20
note_on channel=0 note=73 velocity=72 time=0
<meta message set_tempo tempo=337971 time=20>
<meta message set_tempo tempo=336946 time=40>
<meta message set_tempo tempo=335946 time=40>
<meta message set_tempo tempo=335027 time=20>
note_on channel=0 note=73 velocity=0 time=0
note_on channel=0 note=56 velocity=80 time=0
<meta message set_tempo tempo=364299 time=120>
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=61 velocity=73 time=0
<meta message set_tempo tempo=334020 time=120>
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=65 velocity=86 time=0
note_on channel=0 note=65 velocity=0 time=240
note_on channel=0 note=73 velocity=75 time=0
note_on channel=0 note=73 velocity=0 time=120
note_on channel=0 note=68 velocity=71 time=0
note_on channel=0 note=68 velocity=0 time=120
note_on channel=0 note=77 velocity=73 time=0
<meta message set_tempo tempo=369094 time=120>
control_change channel=0 control=64 value=0 time=52
<meta message set_tempo tempo=431562 time=68>
note_on channel=0 note=77 velocity=0 time=0
note_on channel=0 note=43 velocity=101 time=0
note_on channel=0 note=55 velocity=101 time=0
<meta message set_tempo tempo=346300 time=20>
control_change channel=0 control=64 value=127 time=55
<meta message set_tempo tempo=344175 time=45>
note_on channel=0 note=70 velocity=80 time=0
<meta message set_tempo tempo=343151 time=60>
<meta message set_tempo tempo=342095 time=40>
note_on channel=0 note=70 velocity=0 time=20
note_on channel=0 note=55 velocity=0 time=0
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=67 velocity=77 time=0
<meta message set_tempo tempo=341045 time=20>
<meta message set_tempo tempo=340020 time=40>
<meta message set_tempo tempo=338983 time=40>
note_on channel=0 note=67 velocity=0 time=20
note_on channel=0 note=76 velocity=72 time=0
<meta message set_tempo tempo=337971 time=20>
<meta message set_tempo tempo=336946 time=40>
<meta message set_tempo tempo=335946 time=40>
<meta message set_tempo tempo=335027 time=20>
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=58 velocity=80 time=0
<meta message set_tempo tempo=364299 time=120>
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=64 velocity=73 time=0
<meta message set_tempo tempo=334020 time=120>
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=67 velocity=86 time=0
note_on channel=0 note=67 velocity=0 time=240
note_on channel=0 note=76 velocity=75 time=0
note_on channel=0 note=76 velocity=0 time=120
note_on channel=0 note=70 velocity=73 time=0
note_on channel=0 note=70 velocity=0 time=120
note_on channel=0 note=79 velocity=73 time=0
<meta message set_tempo tempo=369094 time=120>
control_change channel=0 control=64 value=0 time=12
control_change channel=0 control=64 value=0 time=17
