<meta message track_name name='Das wohltemperierte Klavier I - Praeludium und Fuge 2 in c-Moll BWV 847' time=0>
<meta message copyright text='Copyright © 1997 von Bernd Krüger.' time=0>
<meta message text text='Johann Sebastian Bach' time=0>
<meta message text text='Fertiggestellt am 5.11.97\n' time=0>
<meta message text text="Pan's auf Standard am 18.1.98\n" time=0>
<meta message text text='Normierung: 23.12.2002\n' time=0>
<meta message text text='Update am 26.9.2004\n' time=0>
<meta message text text='Dauer: 3:09 Minuten\n' time=0>
<meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>
<meta message key_signature key='Eb' time=0>
note_on channel=0 note=50 velocity=65 time=0
note_on channel=0 note=68 velocity=0 time=120
note_on channel=0 note=70 velocity=75 time=0
note_on channel=0 note=70 velocity=0 time=120
note_on channel=0 note=50 velocity=0 time=0
note_on channel=0 note=72 velocity=81 time=0
note_on channel=0 note=56 velocity=73 time=0
note_on channel=0 note=51 velocity=69 time=0
note_on channel=0 note=56 velocity=0 time=120
note_on channel=0 note=55 velocity=73 time=0
<meta message set_tempo tempo=837287 time=120>
note_on channel=0 note=55 velocity=0 time=0
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=56 velocity=78 time=0
note_on channel=0 note=53 velocity=72 time=0
note_on channel=0 note=56 velocity=0 time=120
note_on channel=0 note=53 velocity=0 time=120
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=70 velocity=76 time=0
note_on channel=0 note=53 velocity=72 time=0
note_on channel=0 note=50 velocity=68 time=0
note_on channel=0 note=70 velocity=0 time=120
note_on channel=0 note=68 velocity=76 time=0
note_on channel=0 note=68 velocity=0 time=120
note_on channel=0 note=50 velocity=0 time=0
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=67 velocity=72 time=0
note_on channel=0 note=58 velocity=71 time=0
note_on channel=0 note=51 velocity=67 time=0
note_on channel=0 note=67 velocity=0 time=60
note_on channel=0 note=51 velocity=0 time=60
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=63 velocity=69 time=0
<meta message set_tempo tempo=827016 time=120>
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=65 velocity=70 time=0
note_on channel=0 note=60 velocity=65 time=0
note_on channel=0 note=56 velocity=56 time=0
note_on channel=0 note=65 velocity=0 time=120
note_on channel=0 note=67 velocity=71 time=0
note_on channel=0 note=67 velocity=0 time=120
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=68 velocity=72 time=0
note_on channel=0 note=58 velocity=63 time=0
note_on channel=0 note=55 velocity=55 time=0
note_on channel=0 note=68 velocity=0 time=120
note_on channel=0 note=70 velocity=74 time=0
note_on channel=0 note=70 velocity=0 time=120
note_on channel=0 note=55 velocity=0 time=0
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=72 velocity=75 time=0
note_on channel=0 note=56 velocity=61 time=0
note_on channel=0 note=53 velocity=53 time=0
note_on channel=0 note=72 velocity=0 time=120
note_on channel=0 note=74 velocity=76 time=0
note_on channel=0 note=74 velocity=0 time=120
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=75 velocity=77 time=0
note_on channel=0 note=58 velocity=57 time=0
note_on channel=0 note=55 velocity=55 time=0
note_on channel=0 note=55 velocity=0 time=120
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=74 velocity=76 time=0
note_on channel=0 note=74 velocity=0 time=120
note_on channel=0 note=72 velocity=75 time=0
note_on channel=0 note=55 velocity=68 time=0
note_on channel=0 note=53 velocity=56 time=0
note_on channel=0 note=72 velocity=0 time=120
note_on channel=0 note=74 velocity=75 time=0
note_on channel=0 note=74 velocity=0 time=120
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=55 velocity=0 time=0
note_on channel=0 note=75 velocity=77 time=0
note_on channel=0 note=53 velocity=66 time=0
note_on channel=0 note=50 velocity=55 time=0
note_on channel=0 note=75 velocity=0 time=120
note_on channel=0 note=77 velocity=80 time=0
note_on channel=0 note=77 velocity=0 time=120
note_on channel=0 note=50 velocity=0 time=0
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=79 velocity=82 time=0
note_on channel=0 note=51 velocity=65 time=0
note_on channel=0 note=48 velocity=52 time=0
note_on channel=0 note=79 velocity=0 time=120
note_on channel=0 note=81 velocity=85 time=0
note_on channel=0 note=81 velocity=0 time=120
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=82 velocity=88 time=0
note_on channel=0 note=53 velocity=63 time=0
note_on channel=0 note=50 velocity=50 time=0
note_on channel=0 note=82 velocity=0 time=60
note_on channel=0 note=50 velocity=0 time=60
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=65 velocity=67 time=0
note_on channel=0 note=65 velocity=0 time=120
note_on channel=0 note=67 velocity=68 time=0
note_on channel=0 note=61 velocity=71 time=0
note_on channel=0 note=58 velocity=54 time=0
note_on channel=0 note=67 velocity=0 time=120
note_on channel=0 note=68 velocity=69 time=0
note_on channel=0 note=68 velocity=0 time=120
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=61 velocity=0 time=0
note_on channel=0 note=70 velocity=71 time=0
note_on channel=0 note=60 velocity=69 time=0
note_on channel=0 note=56 velocity=52 time=0
note_on channel=0 note=70 velocity=0 time=120
note_on channel=0 note=72 velocity=72 time=0
note_on channel=0 note=72 velocity=0 time=120
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=74 velocity=73 time=0
note_on channel=0 note=58 velocity=67 time=0
note_on channel=0 note=55 velocity=51 time=0
note_on channel=0 note=74 velocity=0 time=120
note_on channel=0 note=76 velocity=74 time=0
note_on channel=0 note=76 velocity=0 time=120
note_on channel=0 note=55 velocity=0 time=0
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=77 velocity=76 time=0
note_on channel=0 note=60 velocity=65 time=0
note_on channel=0 note=56 velocity=54 time=0
note_on channel=0 note=56 velocity=0 time=120
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=77 velocity=0 time=0
note_on channel=0 note=75 velocity=75 time=0
note_on channel=0 note=75 velocity=0 time=120
note_on channel=0 note=74 velocity=73 time=0
note_on channel=0 note=56 velocity=68 time=0
note_on channel=0 note=53 velocity=55 time=0
note_on channel=0 note=74 velocity=0 time=120
note_on channel=0 note=75 velocity=76 time=0
note_on channel=0 note=75 velocity=0 time=120
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=77 velocity=75 time=0
note_on channel=0 note=55 velocity=67 time=0
note_on channel=0 note=51 velocity=52 time=0
note_on channel=0 note=77 velocity=0 time=120
note_on channel=0 note=79 velocity=78 time=0
note_on channel=0 note=79 velocity=0 time=120
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=55 velocity=0 time=0
note_on channel=0 note=81 velocity=81 time=0
note_on channel=0 note=53 velocity=65 time=0
note_on channel=0 note=50 velocity=48 time=0
note_on channel=0 note=81 velocity=0 time=120
note_on channel=0 note=83 velocity=84 time=0
note_on channel=0 note=83 velocity=0 time=120
note_on channel=0 note=50 velocity=0 time=0
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=84 velocity=87 time=0
note_on channel=0 note=55 velocity=64 time=0
note_on channel=0 note=51 velocity=63 time=0
note_on channel=0 note=51 velocity=0 time=120
note_on channel=0 note=55 velocity=0 time=0
note_on channel=0 note=84 velocity=0 time=0
note_on channel=0 note=83 velocity=82 time=120
note_on channel=0 note=67 velocity=80 time=0
note_on channel=0 note=67 velocity=0 time=120
note_on channel=0 note=83 velocity=0 time=0
note_on channel=0 note=81 velocity=80 time=0
note_on channel=0 note=66 velocity=80 time=0
note_on channel=0 note=66 velocity=0 time=120
note_on channel=0 note=81 velocity=0 time=0
note_on channel=0 note=79 velocity=79 time=0
note_on channel=0 note=67 velocity=88 time=0
note_on channel=0 note=67 velocity=0 time=120
note_on channel=0 note=79 velocity=0 time=0
note_on channel=0 note=77 velocity=78 time=0
note_on channel=0 note=77 velocity=0 time=120
note_on channel=0 note=75 velocity=77 time=0
note_on channel=0 note=60 velocity=74 time=0
note_on channel=0 note=75 velocity=0 time=120
note_on channel=0 note=74 velocity=76 time=0
note_on channel=0 note=74 velocity=0 time=120
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=72 velocity=75 time=0
note_on channel=0 note=63 velocity=74 time=0
note_on channel=0 note=63 velocity=0 time=120
note_on channel=0 note=72 velocity=0 time=0
<meta message set_tempo tempo=852878 time=120>
note_on channel=0 note=75 velocity=73 time=0
note_on channel=0 note=67 velocity=80 time=0
note_on channel=0 note=48 velocity=59 time=0
note_on channel=0 note=67 velocity=0 time=120
note_on channel=0 note=66 velocity=80 time=0
note_on channel=0 note=66 velocity=0 time=120
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=75 velocity=0 time=0
note_on channel=0 note=74 velocity=71 time=0
note_on channel=0 note=67 velocity=87 time=0
note_on channel=0 note=46 velocity=58 time=0
note_on channel=0 note=46 velocity=0 time=240
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=74 velocity=0 time=0
note_on channel=0 note=72 velocity=70 time=0
note_on channel=0 note=69 velocity=77 time=0
note_on channel=0 note=45 velocity=56 time=0
note_on channel=0 note=45 velocity=0 time=240
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=70 velocity=68 time=0
note_on channel=0 note=62 velocity=76 time=0
note_on channel=0 note=62 velocity=0 time=120
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=69 velocity=67 time=120
note_on channel=0 note=67 velocity=80 time=0
note_on channel=0 note=51 velocity=57 time=0
note_on channel=0 note=67 velocity=0 time=120
note_on channel=0 note=66 velocity=80 time=0
note_on channel=0 note=66 velocity=0 time=120
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=70 velocity=68 time=0
note_on channel=0 note=67 velocity=86 time=0
note_on channel=0 note=50 velocity=56 time=0
note_on channel=0 note=50 velocity=0 time=240
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=72 velocity=72 time=0
note_on channel=0 note=69 velocity=79 time=0
note_on channel=0 note=48 velocity=55 time=0
note_on channel=0 note=48 velocity=0 time=180
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=72 velocity=0 time=0
<meta message set_tempo tempo=869565 time=60>
note_on channel=0 note=66 velocity=67 time=0
note_on channel=0 note=60 velocity=73 time=0
note_on channel=0 note=50 velocity=59 time=0
note_on channel=0 note=60 velocity=0 time=120
note_on channel=0 note=62 velocity=73 time=0
note_on channel=0 note=62 velocity=0 time=120
note_on channel=0 note=50 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=67 velocity=67 time=0
note_on channel=0 note=63 velocity=80 time=0
note_on channel=0 note=48 velocity=58 time=0
note_on channel=0 note=48 velocity=0 time=120
note_on channel=0 note=46 velocity=58 time=0
<meta message set_tempo tempo=863309 time=120>
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=69 velocity=70 time=0
note_on channel=0 note=48 velocity=58 time=0
<meta message set_tempo tempo=858124 time=240>
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=66 velocity=65 time=0
note_on channel=0 note=62 velocity=77 time=0
note_on channel=0 note=50 velocity=56 time=0
note_on channel=0 note=62 velocity=0 time=120
note_on channel=0 note=60 velocity=77 time=0
note_on channel=0 note=60 velocity=0 time=120
note_on channel=0 note=50 velocity=0 time=0
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=67 velocity=71 time=0
note_on channel=0 note=58 velocity=75 time=0
note_on channel=0 note=43 velocity=63 time=0
note_on channel=0 note=43 velocity=0 time=120
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=0
<meta message set_tempo tempo=827016 time=120>
note_on channel=0 note=74 velocity=72 time=0
note_on channel=0 note=58 velocity=70 time=0
note_on channel=0 note=58 velocity=0 time=120
note_on channel=0 note=74 velocity=0 time=0
note_on channel=0 note=72 velocity=72 time=0
note_on channel=0 note=57 velocity=70 time=0
note_on channel=0 note=57 velocity=0 time=120
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=74 velocity=76 time=0
note_on channel=0 note=58 velocity=73 time=0
note_on channel=0 note=58 velocity=0 time=120
note_on channel=0 note=62 velocity=67 time=0
<meta message set_tempo tempo=842342 time=120>
note_on channel=0 note=62 velocity=0 time=0
note_on channel=0 note=74 velocity=0 time=0
note_on channel=0 note=64 velocity=69 time=0
note_on channel=0 note=50 velocity=58 time=0
note_on channel=0 note=50 velocity=0 time=120
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=66 velocity=71 time=0
note_on channel=0 note=66 velocity=0 time=120
note_on channel=0 note=67 velocity=73 time=0
note_on channel=0 note=51 velocity=63 time=0
note_on channel=0 note=51 velocity=0 time=120
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=69 velocity=75 time=0
<meta message set_tempo tempo=827016 time=120>
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=76 velocity=77 time=0
note_on channel=0 note=70 velocity=77 time=0
note_on channel=0 note=60 velocity=69 time=0
note_on channel=0 note=60 velocity=0 time=120
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=74 velocity=77 time=0
note_on channel=0 note=59 velocity=69 time=0
note_on channel=0 note=59 velocity=0 time=120
note_on channel=0 note=74 velocity=0 time=0
note_on channel=0 note=76 velocity=81 time=0
note_on channel=0 note=60 velocity=73 time=0
note_on channel=0 note=60 velocity=0 time=120
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=64 velocity=73 time=0
<meta message set_tempo tempo=852878 time=120>
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=65 velocity=75 time=0
note_on channel=0 note=52 velocity=58 time=0
note_on channel=0 note=52 velocity=0 time=120
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=67 velocity=77 time=0
note_on channel=0 note=67 velocity=0 time=120
note_on channel=0 note=69 velocity=79 time=0
note_on channel=0 note=53 velocity=63 time=0
note_on channel=0 note=53 velocity=0 time=120
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=70 velocity=79 time=0
<meta message set_tempo tempo=827016 time=120>
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=78 velocity=84 time=0
note_on channel=0 note=72 velocity=83 time=0
note_on channel=0 note=62 velocity=75 time=0
note_on channel=0 note=62 velocity=0 time=120
note_on channel=0 note=78 velocity=0 time=0
note_on channel=0 note=76 velocity=84 time=0
note_on channel=0 note=60 velocity=75 time=0
note_on channel=0 note=60 velocity=0 time=120
note_on channel=0 note=76 velocity=0 time=0
note_on channel=0 note=78 velocity=89 time=0
note_on channel=0 note=62 velocity=80 time=0
note_on channel=0 note=62 velocity=0 time=120
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=66 velocity=75 time=0
<meta message set_tempo tempo=842342 time=120>
note_on channel=0 note=66 velocity=0 time=0
note_on channel=0 note=78 velocity=0 time=0
note_on channel=0 note=67 velocity=78 time=0
note_on channel=0 note=54 velocity=63 time=0
note_on channel=0 note=54 velocity=0 time=120
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=69 velocity=80 time=0
note_on channel=0 note=69 velocity=0 time=120
note_on channel=0 note=70 velocity=83 time=0
note_on channel=0 note=55 velocity=65 time=0
note_on channel=0 note=55 velocity=0 time=120
<meta message set_tempo tempo=827016 time=120>
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=67 velocity=72 time=0
note_on channel=0 note=63 velocity=71 time=0
note_on channel=0 note=63 velocity=0 time=120
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=65 velocity=72 time=0
note_on channel=0 note=62 velocity=71 time=0
note_on channel=0 note=62 velocity=0 time=120
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=67 velocity=77 time=0
note_on channel=0 note=63 velocity=74 time=0
note_on channel=0 note=63 velocity=0 time=120
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=43 velocity=54 time=0
<meta message set_tempo tempo=837287 time=120>
note_on channel=0 note=43 velocity=0 time=0
note_on channel=0 note=55 velocity=64 time=0
note_on channel=0 note=45 velocity=57 time=0
note_on channel=0 note=45 velocity=0 time=120
note_on channel=0 note=55 velocity=0 time=0
note_on channel=0 note=47 velocity=59 time=0
note_on channel=0 note=47 velocity=0 time=120
note_on channel=0 note=56 velocity=64 time=0
note_on channel=0 note=48 velocity=62 time=0
note_on channel=0 note=48 velocity=0 time=120
note_on channel=0 note=56 velocity=0 time=0
note_on channel=0 note=50 velocity=64 time=0
<meta message set_tempo tempo=827016 time=120>
note_on channel=0 note=50 velocity=0 time=0
note_on channel=0 note=69 velocity=71 time=0
note_on channel=0 note=65 velocity=72 time=0
note_on channel=0 note=51 velocity=66 time=0
note_on channel=0 note=65 velocity=0 time=120
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=67 velocity=71 time=0
note_on channel=0 note=63 velocity=72 time=0
note_on channel=0 note=63 velocity=0 time=120
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=69 velocity=76 time=0
note_on channel=0 note=65 velocity=76 time=0
note_on channel=0 note=65 velocity=0 time=120
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=45 velocity=58 time=0
note_on channel=0 note=45 velocity=0 time=120
note_on channel=0 note=57 velocity=64 time=0
note_on channel=0 note=46 velocity=60 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=57 velocity=0 time=0
note_on channel=0 note=48 velocity=63 time=0
note_on channel=0 note=48 velocity=0 time=120
note_on channel=0 note=58 velocity=64 time=0
note_on channel=0 note=50 velocity=65 time=0
note_on channel=0 note=50 velocity=0 time=120
note_on channel=0 note=58 velocity=0 time=0
note_on channel=0 note=51 velocity=67 time=0
note_on channel=0 note=51 velocity=0 time=120
note_on channel=0 note=71 velocity=71 time=0
note_on channel=0 note=67 velocity=72 time=0
note_on channel=0 note=53 velocity=70 time=0
note_on channel=0 note=67 velocity=0 time=120
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=69 velocity=71 time=0
note_on channel=0 note=65 velocity=72 time=0
note_on channel=0 note=65 velocity=0 time=120
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=71 velocity=76 time=0
note_on channel=0 note=67 velocity=75 time=0
note_on channel=0 note=67 velocity=0 time=120
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=47 velocity=59 time=0
<meta message set_tempo tempo=847458 time=120>
note_on channel=0 note=47 velocity=0 time=0
note_on channel=0 note=59 velocity=64 time=0
note_on channel=0 note=48 velocity=62 time=0
note_on channel=0 note=48 velocity=0 time=120
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=50 velocity=64 time=0
note_on channel=0 note=50 velocity=0 time=120
control_change channel=0 control=91 value=127 time=0
note_on channel=0 note=60 velocity=69 time=0
note_on channel=0 note=51 velocity=67 time=0
note_on channel=0 note=60 velocity=0 time=60
note_on channel=0 note=51 velocity=0 time=60
note_on channel=0 note=65 velocity=68 time=0
<meta message set_tempo tempo=827016 time=120>
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=72 velocity=81 time=0
note_on channel=0 note=63 velocity=67 time=0
note_on channel=0 note=63 velocity=0 time=120
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=71 velocity=81 time=0
note_on channel=0 note=62 velocity=66 time=0
note_on channel=0 note=62 velocity=0 time=120
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=72 velocity=86 time=0
note_on channel=0 note=60 velocity=66 time=0
note_on channel=0 note=60 velocity=0 time=120
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=58 velocity=65 time=0
note_on channel=0 note=58 velocity=0 time=120
note_on channel=0 note=67 velocity=71 time=0
note_on channel=0 note=56 velocity=64 time=0
note_on channel=0 note=52 velocity=61 time=0
note_on channel=0 note=56 velocity=0 time=120
note_on channel=0 note=55 velocity=63 time=0
note_on channel=0 note=55 velocity=0 time=120
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=68 velocity=72 time=0
note_on channel=0 note=53 velocity=62 time=0
note_on channel=0 note=56 velocity=66 time=0
note_on channel=0 note=56 velocity=0 time=120
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=72 velocity=81 time=120
note_on channel=0 note=68 velocity=64 time=0
note_on channel=0 note=41 velocity=60 time=0
note_on channel=0 note=72 velocity=0 time=120
note_on channel=0 note=71 velocity=81 time=0
note_on channel=0 note=71 velocity=0 time=120
note_on channel=0 note=41 velocity=0 time=0
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=72 velocity=86 time=0
note_on channel=0 note=67 velocity=68 time=0
note_on channel=0 note=39 velocity=59 time=0
note_on channel=0 note=72 velocity=0 time=120
<meta message set_tempo tempo=852878 time=120>
note_on channel=0 note=39 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=74 velocity=76 time=0
note_on channel=0 note=65 velocity=68 time=0
note_on channel=0 note=38 velocity=58 time=0
note_on channel=0 note=38 velocity=0 time=240
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=74 velocity=0 time=0
note_on channel=0 note=67 velocity=73 time=0
note_on channel=0 note=63 velocity=66 time=0
note_on channel=0 note=63 velocity=0 time=120
note_on channel=0 note=67 velocity=0 time=0
<meta message set_tempo tempo=827016 time=120>
note_on channel=0 note=72 velocity=81 time=0
note_on channel=0 note=62 velocity=64 time=0
note_on channel=0 note=44 velocity=61 time=0
note_on channel=0 note=72 velocity=0 time=120
note_on channel=0 note=71 velocity=81 time=0
note_on channel=0 note=71 velocity=0 time=120
note_on channel=0 note=44 velocity=0 time=0
note_on channel=0 note=62 velocity=0 time=0
note_on channel=0 note=72 velocity=86 time=0
note_on channel=0 note=63 velocity=64 time=0
note_on channel=0 note=43 velocity=59 time=0
note_on channel=0 note=72 velocity=0 time=120
note_on channel=0 note=43 velocity=0 time=120
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=74 velocity=77 time=0
note_on channel=0 note=65 velocity=64 time=0
note_on channel=0 note=41 velocity=57 time=0
note_on channel=0 note=74 velocity=0 time=120
note_on channel=0 note=65 velocity=0 time=118
<meta message set_tempo tempo=842342 time=2>
note_on channel=0 note=41 velocity=0 time=0
note_on channel=0 note=65 velocity=75 time=0
note_on channel=0 note=59 velocity=69 time=0
note_on channel=0 note=43 velocity=56 time=0
note_on channel=0 note=43 velocity=0 time=120
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=67 velocity=75 time=0
note_on channel=0 note=67 velocity=0 time=120
note_on channel=0 note=68 velocity=81 time=0
note_on channel=0 note=60 velocity=64 time=0
note_on channel=0 note=41 velocity=62 time=0
note_on channel=0 note=41 velocity=0 time=120
note_on channel=0 note=39 velocity=62 time=0
<meta message set_tempo tempo=827016 time=120>
note_on channel=0 note=39 velocity=0 time=0
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=62 velocity=67 time=0
note_on channel=0 note=41 velocity=67 time=0
note_on channel=0 note=41 velocity=0 time=120
note_on channel=0 note=62 velocity=0 time=120
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=67 velocity=73 time=0
note_on channel=0 note=59 velocity=59 time=0
note_on channel=0 note=43 velocity=55 time=0
note_on channel=0 note=43 velocity=0 time=120
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=65 velocity=73 time=0
note_on channel=0 note=65 velocity=0 time=120
note_on channel=0 note=59 velocity=0 time=0
note_on channel=0 note=63 velocity=73 time=0
control_change channel=0 control=91 value=127 time=0
note_on channel=0 note=60 velocity=66 time=0
note_on channel=0 note=48 velocity=58 time=0
note_on channel=0 note=48 velocity=0 time=120
note_on channel=0 note=63 velocity=0 time=0
note_on channel=0 note=50 velocity=58 time=0
note_on channel=0 note=50 velocity=0 time=120
note_on channel=0 note=72 velocity=81 time=0
note_on channel=0 note=51 velocity=59 time=0
note_on channel=0 note=51 velocity=0 time=120
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=71 velocity=81 time=0
note_on channel=0 note=50 velocity=58 time=0
<meta message set_tempo tempo=852878 time=120>
note_on channel=0 note=50 velocity=0 time=0
note_on channel=0 note=71 velocity=0 time=0
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=72 velocity=86 time=0
note_on channel=0 note=48 velocity=57 time=0
note_on channel=0 note=48 velocity=0 time=120
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=46 velocity=57 time=0
<meta message set_tempo tempo=827016 time=120>
note_on channel=0 note=46 velocity=0 time=0
note_on channel=0 note=67 velocity=71 time=0
note_on channel=0 note=64 velocity=64 time=0
note_on channel=0 note=44 velocity=56 time=0
note_on channel=0 note=44 velocity=0 time=120
note_on channel=0 note=43 velocity=55 time=0
note_on channel=0 note=43 velocity=0 time=120
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=0
note_on channel=0 note=68 velocity=72 time=0
note_on channel=0 note=65 velocity=64 time=0
note_on channel=0 note=41 velocity=54 time=0
note_on channel=0 note=41 velocity=0 time=60
note_on channel=0 note=65 velocity=0 time=60
note_on channel=0 note=58 velocity=59 time=0
note_on channel=0 note=58 velocity=0 time=120
note_on channel=0 note=65 velocity=82 time=0
note_on channel=0 note=56 velocity=59 time=0
note_on channel=0 note=56 velocity=0 time=120
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=64 velocity=82 time=0
note_on channel=0 note=55 velocity=58 time=0
note_on channel=0 note=55 velocity=0 time=120
note_on channel=0 note=64 velocity=0 time=0
note_on channel=0 note=68 velocity=0 time=0
note_on channel=0 note=65 velocity=84 time=0
note_on channel=0 note=53 velocity=57 time=0
note_on channel=0 note=53 velocity=0 time=120
note_on channel=0 note=65 velocity=0 time=0
note_on channel=0 note=51 velocity=57 time=0
note_on channel=0 note=51 velocity=0 time=120
note_on channel=0 note=69 velocity=72 time=0
note_on channel=0 note=60 velocity=72 time=0
note_on channel=0 note=50 velocity=56 time=0
note_on channel=0 note=50 velocity=0 time=120
note_on channel=0 note=48 velocity=55 time=0
note_on channel=0 note=48 velocity=0 time=120
note_on channel=0 note=60 velocity=0 time=0
note_on channel=0 note=69 velocity=0 time=0
note_on channel=0 note=70 velocity=73 time=0
control_change channel=0 control=91 value=127 time=0
note_on channel=0 note=62 velocity=72 time=0
note_on channel=0 note=46 velocity=55 time=0
note_on channel=0 note=46 velocity=0 time=120
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=48 velocity=57 time=0
note_on channel=0 note=48 velocity=0 time=120
note_on channel=0 note=70 velocity=81 time=0
note_on channel=0 note=50 velocity=60 time=0
note_on channel=0 note=50 velocity=0 time=120
note_on channel=0 note=70 velocity=0 time=0
note_on channel=0 note=69 velocity=81 time=0
note_on channel=0 note=48 velocity=59 time=0
